source_id,evidence,owner,deadline,confidence,status,rule_score,rules_triggered,recommendation,error_type
M01222,The Operations Team will complete ETL integration,Operations Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01223,The analytics dashboard should be ready by 2026-07-04; the Migration Team will complete dashboard testing,Migration Team,2026-07-04,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01224,Decision: finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01224,Project Team will handle the work by 2026-08-17,Project Team,2026-08-17,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01225,The data pipeline should be ready by 2026-08-27; the Operations Team will prepare data quality report,Operations Team,2026-08-27,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01226,We decided that the analytics dashboard must be completed by 2026-07-02,UNKNOWN,2026-07-02,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01226,The QA Team will complete dashboard testing,QA Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01227,Decision: review client requirements for the project scope,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01227,Security Team will handle the work by 2026-06-06,Security Team,2026-06-06,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01228,We decided that the release must be completed by 2026-03-03,UNKNOWN,2026-03-03,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01228,The Migration Team will finalize deployment plan,Migration Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01229,We decided that the analytics dashboard must be completed by 2026-01-23,UNKNOWN,2026-01-23,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01229,The QA Team will complete dashboard testing,QA Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01230,Decision: verify model outputs for the analytics model,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01230,Consulting Team will handle the work by 2026-07-25,Consulting Team,2026-07-25,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01231,We decided that the analytics dashboard must be completed by 2026-02-21,UNKNOWN,2026-02-21,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01231,The Platform Team will complete dashboard testing,Platform Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01232,The team agreed to complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01233,The analytics model should be ready by 2026-04-06; the Documentation Team will verify model outputs,Documentation Team,2026-04-06,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01234,The team agreed to review client requirements for the project scope,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01235,The production deployment should be ready by 2026-08-14; the Analytics Team will complete security review,Analytics Team,2026-08-14,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01236,The team agreed to complete security review for the production deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01237,The reporting should be ready by 2026-05-15; the Migration Team will validate new metrics,Migration Team,2026-05-15,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01238,The data pipeline should be ready by 2026-08-29; the Operations Team will prepare data quality report,Operations Team,2026-08-29,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01239,The production deployment should be ready by 2026-08-16; the Migration Team will complete security review,Migration Team,2026-08-16,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01240,We decided that the data pipeline must be completed by 2026-02-20,UNKNOWN,2026-02-20,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01240,The QA Team will prepare data quality report,QA Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01241,We decided that the client platform must be completed by 2026-07-26,UNKNOWN,2026-07-26,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01241,The Analytics Team will complete API integration,Analytics Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01242,We decided that the project scope must be completed by 2026-02-06,UNKNOWN,2026-02-06,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01242,The Data Engineering Team will review client requirements,Data Engineering Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01243,We decided that the analytics dashboard must be completed by 2026-04-23,UNKNOWN,2026-04-23,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01243,The Consulting Team will complete dashboard testing,Consulting Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01244,Decision: validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01244,Documentation Team will handle the work by 2026-07-25,Documentation Team,2026-07-25,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01245,We decided that the deployment must be completed by 2026-09-02,UNKNOWN,2026-09-02,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01245,The Security Team will prepare release checklist,Security Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01246,The dashboard should be ready by 2026-02-16; the Analytics Team will complete ETL integration,Analytics Team,2026-02-16,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01247,The team agreed to validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01248,The team agreed to verify model outputs for the analytics model,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01249,The analytics model should be ready by 2026-08-31; the Documentation Team will verify model outputs,Documentation Team,2026-08-31,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01250,The project scope should be ready by 2026-04-13; the Project Team will review client requirements,Project Team,2026-04-13,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01251,Decision: prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01251,Security Team will handle the work by 2026-07-10,Security Team,2026-07-10,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01252,We decided that the client platform must be completed by 2026-06-12,UNKNOWN,2026-06-12,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01252,The QA Team will complete API integration,QA Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01253,We decided that the project scope must be completed by 2026-09-05,UNKNOWN,2026-09-05,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01253,The Platform Team will review client requirements,Platform Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01254,The team agreed to complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01255,The client platform should be ready by 2026-08-13; the Migration Team will complete API integration,Migration Team,2026-08-13,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01256,The team agreed to finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01257,We decided that the analytics dashboard must be completed by 2026-04-21,UNKNOWN,2026-04-21,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01257,The Operations Team will complete dashboard testing,Operations Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01258,"The production deployment should be completed by 2026-09-15, but an owner has not yet been confirmed",UNKNOWN,2026-09-15,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01259,We decided that the reporting must be completed by 2026-07-23,UNKNOWN,2026-07-23,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01259,The Consulting Team will validate new metrics,Consulting Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01260,Decision: prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01260,Data Engineering Team will handle the work by 2026-06-10,Data Engineering Team,2026-06-10,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01261,Decision: validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01261,Security Team will handle the work by 2026-04-22,Security Team,2026-04-22,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01262,The team agreed to update project documentation for the client demo,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01263,Decision: complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01263,Analytics Team will handle the work by 2026-05-10,Analytics Team,2026-05-10,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01264,The data pipeline should be ready by 2026-05-01; the Analytics Team will prepare data quality report,Analytics Team,2026-05-01,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01265,We decided that the project scope must be completed by 2026-07-02,UNKNOWN,2026-07-02,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01265,The Consulting Team will review client requirements,Consulting Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01266,The client platform should be ready by 2026-03-20; the Consulting Team will complete API integration,Consulting Team,2026-03-20,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01267,The team agreed to finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01268,We decided that the data pipeline must be completed by 2026-07-23,UNKNOWN,2026-07-23,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01268,The Migration Team will prepare data quality report,Migration Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01269,The dashboard should be ready by 2026-07-31; the Security Team will complete ETL integration,Security Team,2026-07-31,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01270,Decision: verify model outputs for the analytics model,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01270,Project Team will handle the work by 2026-03-19,Project Team,2026-03-19,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01271,We decided that the reporting pipeline must be completed by 2026-01-26,UNKNOWN,2026-01-26,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01271,The Consulting Team will validate migration results,Consulting Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01272,"The Operations Team will update project documentation, but no deadline has been confirmed yet",Operations Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner identified | Deadline missing,READY_FOR_HUMAN_APPROVAL,MISSING_DEADLINE
M01273,Decision: complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01273,Platform Team will handle the work by 2026-08-24,Platform Team,2026-08-24,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01274,The team agreed to finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01275,The dashboard should be ready by 2026-06-22; the Data Engineering Team will complete ETL integration,Data Engineering Team,2026-06-22,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01276,We decided that the reporting pipeline must be completed by 2026-05-27,UNKNOWN,2026-05-27,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01276,The Migration Team will validate migration results,Migration Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01277,Decision: validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01277,Project Team will handle the work by 2026-09-07,Project Team,2026-09-07,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01278,We could possibly prepare data quality report next week if the client agrees,UNKNOWN,UNKNOWN,30,NEEDS_HUMAN_REVIEW,30,Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01279,The team agreed to complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01280,We decided that the data pipeline must be completed by 2026-02-06,UNKNOWN,2026-02-06,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01280,The QA Team will prepare data quality report,QA Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01281,We decided that the client demo must be completed by 2026-03-27,UNKNOWN,2026-03-27,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01281,The Data Engineering Team will update project documentation,Data Engineering Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01282,The team agreed to review client requirements for the project scope,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01283,The team agreed to complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01284,Decision: verify model outputs for the analytics model,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01284,QA Team will handle the work by 2026-08-16,QA Team,2026-08-16,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01285,Decision: validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01285,Data Engineering Team will handle the work by 2026-06-27,Data Engineering Team,2026-06-27,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01286,The analytics model should be ready by 2026-05-09; the Analytics Team will verify model outputs,Analytics Team,2026-05-09,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01287,The dashboard should be ready by 2026-05-17; the QA Team will complete ETL integration,QA Team,2026-05-17,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01288,Decision: validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01288,Data Engineering Team will handle the work by 2026-05-25,Data Engineering Team,2026-05-25,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01289,The team agreed to validate migration results for the reporting pipeline,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01290,We decided that the analytics model must be completed by 2026-02-17,UNKNOWN,2026-02-17,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01290,The Analytics Team will verify model outputs,Analytics Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01291,Decision: verify model outputs for the analytics model,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01291,Documentation Team will handle the work by 2026-05-15,Documentation Team,2026-05-15,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01292,Decision: finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01292,QA Team will handle the work by 2026-03-08,QA Team,2026-03-08,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01293,We decided that the client platform must be completed by 2026-05-30,UNKNOWN,2026-05-30,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01293,The Documentation Team will complete API integration,Documentation Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01294,The dashboard should be ready by 2026-06-13; the Analytics Team will complete ETL integration,Analytics Team,2026-06-13,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01295,"The data pipeline should be completed by 2026-03-25, but an owner has not yet been confirmed",UNKNOWN,2026-03-25,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01296,We decided that the analytics model must be completed by 2026-06-09,UNKNOWN,2026-06-09,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01296,The Analytics Team will verify model outputs,Analytics Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01297,The team agreed to complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01298,We decided that the data pipeline must be completed by 2026-08-25,UNKNOWN,2026-08-25,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M01298,The Operations Team will prepare data quality report,Operations Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M01299,The team agreed to finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01300,The team agreed to prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01301,The reporting should be ready by 2026-09-06; the Project Team will validate new metrics,Project Team,2026-09-06,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01302,Decision: complete ETL integration for the dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01302,Data Engineering Team will handle the work by 2026-02-23,Data Engineering Team,2026-02-23,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01303,The team agreed to complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01304,Decision: finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M01304,Documentation Team will handle the work by 2026-02-18,Documentation Team,2026-02-18,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M01305,We decided that the client demo must be completed by 2026-09-24,UNKNOWN,2026-09-24,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
